Date	Open	High	Low	Close	Adj Close	Volume	Location	Index	Open/Close Difference	High/Low Difference
3/30/20	$21,678	$22,378.09	$21,522.08	$22,327.48	$22,327.480469	545540000	USA	DJI	($649.26)	$856.01
3/31/20	$22,208	$22,480.37	$21,852.08	$21,917.16	$21,917.160156	571210000	USA	DJI	$291.26	$628.29
4/1/20	$21,227	$21,487.24	$20,784.43	$20,943.51	$20,943.509766	506680000	USA	DJI	$283.87	$702.81
4/2/20	$20,819	$21,477.77	$20,735.02	$21,413.44	$21,413.439453	529540000	USA	DJI	($593.98)	$742.75
4/3/20	$21,286	$21,447.81	$20,863.09	$21,052.53	$21,052.529297	450010000	USA	DJI	$233.40	$584.72
4/6/20	$21,694	$22,783.45	$21,693.63	$22,679.99	$22,679.990234	610760000	USA	DJI	($986.36)	$1,089.82
4/7/20	$23,537	$23,617.24	$22,634.45	$22,653.86	$22,653.859375	594660000	USA	DJI	$883.58	$982.79
4/8/20	$22,893	$23,513.40	$22,682.99	$23,433.57	$23,433.570313	472740000	USA	DJI	($540.10)	$830.41
4/9/20	$23,691	$24,008.99	$23,504.09	$23,719.37	$23,719.369141	566400000	USA	DJI	($28.71)	$504.90
4/13/20	$23,699	$23,698.93	$23,095.35	$23,390.77	$23,390.769531	394320000	USA	DJI	$308.16	$603.58
4/14/20	$23,691	$24,040.58	$23,683.44	$23,949.76	$23,949.759766	485910000	USA	DJI	($259.19)	$357.14
1/2/20	$13,913	$14,003.39	$13,913.03	$14,002.49	$14,002.49023	3458250000	USA	NYSE	($89.46)	$90.36
1/3/20	$13,877	$13,950.74	$13,870.74	$13,917.05	$13,917.04981	3461290000	USA	NYSE	($39.57)	$80.00
1/6/20	$13,857	$13,943.30	$13,852.73	$13,941.80	$13,941.79981	3674070000	USA	NYSE	($85.08)	$90.57
1/7/20	$13,911	$13,923.51	$13,880.53	$13,898.45	$13,898.4502	3420380000	USA	NYSE	$12.74	$42.98
1/8/20	$13,897	$13,986.69	$13,896.59	$13,934.44	$13,934.44043	3720890000	USA	NYSE	($37.43)	$90.10
1/9/20	$13,974	$14,004.42	$13,960.17	$13,997.65	$13,997.65039	3638390000	USA	NYSE	($23.58)	$44.25
